n    x(n)   c(n)  xhat(n) 
8575 -594.0       2.0    -610.4 
8576 -529.0       1.0    -540.1 
8577 -483.0       1.0    -478.7 
8578 -461.0       2.0    -452.9 
8579 -428.0       2.0    -425.3 
8580 -356.0       0.0    -351.6 
8581 -260.0       1.0    -250.7 
8582 -195.0       0.0    -191.4 
8583 -206.0       3.0    -210.9 
8584 -254.0       5.0    -256.7 
8585 -283.0       3.0    -295.0 
8586 -264.0       1.0    -270.5 
8587 -203.0       0.0    -206.1 
8588 -133.0       1.0    -136.9 
8589  -46.0       3.0     -50.7 
8590   41.0       5.0      47.4 
8591  113.0       2.0     102.0 
8592  159.0       3.0     162.2 
8593  205.0       3.0     202.3 
8594  268.0       5.0     264.5 
8595  332.0       4.0     346.0 
8596  376.0       2.0     366.4 
8597  398.0       3.0     406.0 
8598  425.0       3.0     426.4 
8599  466.0       4.0     458.6 
8600  481.0       3.0     476.6 
8601  453.0       2.0     451.8 
8602  412.0       1.0     399.5 
8603  412.0       4.0     422.5 
8604  453.0       4.0     461.4 
8605  500.0       3.0     484.3 
8606  516.0       4.0     520.7 
8607  520.0       2.0     505.4 
8608  530.0       3.0     516.3 
8609  540.0       4.0     542.5 
8610  543.0       3.0     554.9 
8611  539.0       3.0     552.8 
8612  539.0       3.0     540.1 
8613  546.0       4.0     545.4 
8614  526.0       2.0     511.9 
8615  485.0       2.0     477.5 
8616  446.0       2.0     443.2 
8617  427.0       3.0     431.7 
8618  422.0       3.0     414.7 
8619  408.0       4.0     412.1 
8620  388.0       2.0     383.2 
8621  370.0       3.0     374.0 
8622  363.0       3.0     359.9 
8623  355.0       4.0     359.9 
8624  329.0       2.0     335.9 
8625  294.0       1.0     294.7 
8626  265.0       1.0     259.7 
8627  257.0       3.0     263.8 
8628  254.0       2.0     251.0 
8629  250.0       3.0     256.8 
8630  236.0       1.0     229.5 
8631  215.0       1.0     207.6 
8632  185.0       1.0     190.1 
8633  157.0       0.0     160.0 
8634  141.0       0.0     136.0 
8635  139.0       1.0     132.8 
8636  143.0       2.0     146.3 
8637  145.0       1.0     141.0 
8638  136.0       1.0     136.8 
8639  117.0       0.0     117.4 
8640   92.0       0.0      86.0 
8641   66.0       0.0      60.8 
8642   37.0       0.0      40.6 
8643   12.0       1.0       8.5 
8644   -7.0       0.0      -1.2 
8645  -14.0       0.0      -9.0 
8646  -12.0       0.0     -15.2 
8647   -9.0       0.0      -4.1 
8648  -16.0       0.0     -11.3 
8649  -27.0       1.0     -33.0 
8650  -34.0       0.0     -34.4 
8651  -31.0       0.0     -35.6 
8652  -27.0       0.0     -20.4 
8653  -34.0       1.0     -40.4 
8654  -53.0       1.0     -56.3 
8655  -75.0       1.0     -69.0 
8656  -95.0       2.0     -95.2 
8657 -110.0       2.0    -116.2 
8658 -121.0       1.0    -116.9 
8659 -125.0       1.0    -117.6 
8660 -132.0       2.0    -134.0 
8661 -139.0       1.0    -131.2 
8662 -148.0       2.0    -145.0 
8663 -152.0       2.0    -156.0 
8664 -146.0       1.0    -148.8 
8665 -133.0       0.0    -127.0 
8666 -119.0       1.0    -125.6 
8667 -105.0       0.0    -108.5 
8668  -94.0       0.0     -94.8 
8669  -83.0       0.0     -83.8 
8670  -79.0       0.0     -75.1 
8671  -83.0       1.0     -84.1 
8672  -92.0       1.0     -91.2 
8673  -96.0       1.0     -97.0 
8674  -92.0       0.0     -85.6 
8675  -82.0       0.0     -76.5 
8676  -74.0       0.0     -69.2 
8677  -73.0       1.0     -79.3 
8678  -77.0       0.0     -71.5 
8679  -79.0       1.0     -81.2 
8680  -69.0       0.0     -72.9 
8681  -53.0       0.0     -50.4 
8682  -39.0       0.0     -32.3 
8683  -30.0       0.0     -33.8 
8684  -27.0       0.0     -19.1 
8685  -20.0       0.0     -23.2 
8686  -18.0       0.0     -10.6 
8687  -21.0       0.0     -16.5 
8688  -27.0       0.0     -21.2 
8689  -33.0       1.0     -40.9 
8690  -43.0       0.0     -40.8 
8691  -56.0       1.0     -56.6 
8692  -78.0       2.0     -85.3 
8693 -100.0       1.0     -92.2 
8694 -118.0       2.0    -113.8 
8695 -135.0       2.0    -131.0 
8696 -151.0       2.0    -144.8 
8697 -162.0       2.0    -155.9 
8698 -164.0       2.0    -164.7 
8699 -166.0       2.0    -171.7 
8700 -182.0       2.0    -177.4 
8701 -213.0       4.0    -213.9 
8702 -243.0       3.0    -238.3 
8703 -263.0       4.0    -268.4 
8704 -284.0       3.0    -287.3 
8705 -307.0       4.0    -313.8 
8706 -334.0       3.0    -329.5 
8707 -357.0       4.0    -354.3 
8708 -380.0       3.0    -368.1 
8709 -410.0       5.0    -414.2 
8710 -443.0       3.0    -453.2 
8711 -474.0       3.0    -472.3 
8712 -499.0       4.0    -504.8 
8713 -522.0       3.0    -522.3 
8714 -554.0       4.0    -555.0 
8715 -585.0       3.0    -571.9 
8716 -609.0       4.0    -605.6 
8717 -615.0       3.0    -622.7 
8718 -589.0       2.0    -587.0 
8719 -539.0       2.0    -549.6 
8720 -482.0       1.0    -482.8 
8721 -439.0       2.0    -451.0 
8722 -423.0       2.0    -419.1 
8723 -408.0       3.0    -408.7 
8724 -359.0       1.0    -355.3 
8725 -278.0       0.0    -275.8 
8726 -203.0       1.0    -196.6 
8727 -182.0       1.0    -181.3 
8728 -204.0       3.0    -201.0 
8729 -228.0       4.0    -232.8 
8730 -218.0       1.0    -215.1 
8731 -174.0       0.0    -180.7 
8732 -112.0       2.0    -104.5 
8733  -39.0       2.0     -43.6 
8734   43.0       4.0      37.1 
8735  114.0       4.0     116.1 
8736  169.0       3.0     173.5 
8737  209.0       3.0     211.4 
8738  256.0       4.0     253.1 
8739  301.0       4.0     303.2 
8740  340.0       3.0     336.7 
8741  364.0       3.0     354.0 
8742  395.0       5.0     402.9 
8743  431.0       3.0     444.2 
8744  446.0       2.0     433.7 
8745  434.0       3.0     445.7 
8746  403.0       1.0     394.7 
8747  391.0       3.0     395.7 
8748  417.0       4.0     409.1 
8749  455.0       5.0     463.0 
8750  480.0       2.0     469.1 
8751  489.0       3.0     499.7 
8752  494.0       2.0     479.7 
8753  494.0       3.0     484.5 
8754  489.0       3.0     478.3 
8755  482.0       4.0     487.6 
8756  479.0       3.0     488.0 
8757  481.0       3.0     478.5 
8758  470.0       3.0     462.1 
8759  443.0       3.0     441.1 
8760  407.0       2.0     398.8 
8761  384.0       3.0     376.8 
8762  371.0       4.0     373.5 
8763  358.0       3.0     366.0 
8764  338.0       2.0     336.0 
8765  325.0       3.0     324.8 
8766  319.0       3.0     315.8 
8767  313.0       3.0     308.7 
8768  295.0       3.0     302.9 
8769  271.0       1.0     266.3 
8770  244.0       1.0     237.1 
8771  229.0       2.0     229.7 
8772  224.0       2.0     223.7 
8773  226.0       2.0     219.0 
8774  224.0       3.0     231.2 
8775  212.0       1.0     208.9 
8776  189.0       1.0     191.2 
8777  161.0       0.0     160.9 
8778  151.0       1.0     152.7 
8779  161.0       2.0     162.2 
8780  173.0       2.0     169.8 
8781  170.0       2.0     175.8 
8782  145.0       0.0     148.6 
8783  107.0       0.0     110.9 
8784   77.0       0.0      80.7 
8785   61.0       0.0      56.6 
8786   52.0       0.0      53.3 
8787   42.0       0.0      34.6 
8788   37.0       0.0      35.7 
8789   35.0       0.0      36.6 
8790   31.0       0.0      37.2 
8791   25.0       0.0      21.8 
8792   11.0       0.0       9.4 
8793   -3.0       0.0      -0.5 
8794  -13.0       0.0      -8.4 
8795  -19.0       0.0     -14.7 
8796  -26.0       0.0     -19.8 
8797  -33.0       1.0     -39.8 
8798  -47.0       0.0     -39.8 
8799  -73.0       2.0     -71.9 
8800 -102.0       2.0     -97.5 
8801 -126.0       3.0    -134.0 
8802 -133.0       1.0    -131.2 
8803 -131.0       1.0    -129.0 
8804 -127.0       1.0    -127.2 
8805 -133.0       1.0    -125.7 
8806 -144.0       2.0    -140.6 
8807 -146.0       2.0    -152.5 
8808 -141.0       1.0    -146.0 
8809 -130.0       0.0    -124.8 
8810 -125.0       1.0    -123.8 
8811 -119.0       1.0    -123.1 
8812 -113.0       0.0    -106.4 
8813 -108.0       1.0    -109.2 
8814 -106.0       1.0    -111.3 
8815 -107.0       1.0    -113.1 
8816 -110.0       1.0    -114.4 
8817 -107.0       0.0     -99.6 
8818  -98.0       1.0    -103.6 
8819  -92.0       0.0     -90.9 
8820  -88.0       0.0     -80.7 
8821  -88.0       1.0     -88.6 
8822  -85.0       0.0     -78.9 
8823  -83.0       1.0     -87.1 
8824  -83.0       0.0     -77.7 
8825  -73.0       0.0     -70.1 
8826  -61.0       0.0     -64.1 
8827  -49.0       0.0     -43.3 
8828  -42.0       0.0     -42.6 
8829  -44.0       0.0     -42.1 
8830  -46.0       0.0     -41.7 
8831  -48.0       0.0     -41.3 
8832  -50.0       1.0     -57.1 
8833  -61.0       0.0     -53.7 
8834  -75.0       2.0     -82.9 
8835  -89.0       1.0     -90.3 
8836 -105.0       2.0    -112.3 
8837 -122.0       2.0    -129.8 
8838 -143.0       2.0    -143.9 
8839 -163.0       2.0    -155.1 
8840 -175.0       3.0    -180.1 
8841 -184.0       2.0    -184.1 
8842 -193.0       2.0    -187.2 
8843 -205.0       3.0    -205.8 
8844 -220.0       3.0    -220.6 
8845 -237.0       3.0    -232.5 
8846 -258.0       4.0    -258.0 
8847 -284.0       4.0    -292.8 
8848 -306.0       3.0    -314.9 
8849 -330.0       3.0    -324.5 
8850 -348.0       4.0    -343.6 
8851 -373.0       4.0    -375.6 
8852 -399.0       3.0    -394.6 
8853 -426.0       4.0    -424.5 
8854 -454.0       3.0    -441.2 
8855 -487.0       5.0    -496.6 
8856 -517.0       2.0    -501.8 
8857 -545.0       3.0    -533.1 
8858 -559.0       3.0    -544.9 
8859 -554.0       3.0    -542.6 
8860 -527.0       3.0    -530.0 
8861 -480.0       2.0    -485.7 
8862 -434.0       2.0    -444.1 
8863 -404.0       2.0    -405.3 
8864 -397.0       4.0    -405.2 
8865 -394.0       3.0    -399.7 
8866 -358.0       1.0    -348.9 
8867 -285.0       0.0    -287.9 
8868 -201.0       1.0    -206.3 
8869 -146.0       1.0    -141.0 
8870 -146.0       2.0    -152.8 
8871 -164.0       2.0    -162.3 
8872 -179.0       3.0    -185.8 
8873 -163.0       0.0    -156.6 
8874 -110.0       0.0    -117.3 
8875  -38.0       3.0     -37.9 
8876   47.0       4.0      41.7 
8877  120.0       4.0     119.8 
8878  180.0       3.0     176.5 
8879  216.0       3.0     213.7 
8880  246.0       4.0     255.0 
8881  280.0       3.0     282.4 
8882  309.0       4.0     316.6 
8883  341.0       3.0     337.9 
8884  371.0       4.0     368.3 
8885  404.0       4.0     412.2 
8886  427.0       3.0     439.5 
8887  423.0       2.0     422.1 
8888  404.0       2.0     401.1 
8889  386.0       2.0     378.0 
8890  396.0       4.0     395.0 
8891  427.0       4.0     427.0 
8892  456.0       3.0     445.3 
8893  472.0       4.0     476.2 
8894  471.0       2.0     460.9 
8895  465.0       3.0     469.5 
8896  453.0       2.0     440.3 
8897  445.0       3.0     433.9 
8898  442.0       4.0     441.5 
8899  442.0       3.0     441.4 
8900  436.0       3.0     432.4 
8901  416.0       3.0     417.3 
8902  385.0       2.0     379.8 
8903  355.0       3.0     361.6 
8904  331.0       2.0     329.3 
8905  317.0       3.0     319.4 
8906  305.0       3.0     311.6 
8907  300.0       3.0     305.2 
8908  297.0       3.0     300.2 
8909  294.0       3.0     296.2 
8910  279.0       2.0     276.9 
8911  256.0       2.0     261.5 
8912  227.0       1.0     233.2 
8913  210.0       1.0     210.6 
8914  204.0       2.0     208.5 
8915  209.0       2.0     206.8 
8916  212.0       2.0     205.4 
8917  205.0       2.0     204.3 
8918  192.0       1.0     187.5 
8919  183.0       2.0     190.0 
8920  180.0       1.0     176.0 
8921  177.0       2.0     180.8 
8922  164.0       1.0     168.6 
8923  135.0       0.0     142.9 
8924  109.0       0.0     106.3 
8925   95.0       0.0      93.1 
8926   83.0       0.0      82.4 
8927   81.0       0.0      74.0 
8928   82.0       1.0      83.2 
8929   87.0       1.0      90.5 
8930   84.0       0.0      80.4 
8931   65.0       0.0      72.3 
8932   43.0       0.0      49.9 
8933   32.0       0.0      31.9 
8934   31.0       0.0      33.5 
8935   25.0       0.0      18.8 
8936    5.0       0.0       7.1 
8937  -13.0       1.0     -18.4 
8938  -15.0       0.0     -22.7 
8939  -18.0       0.0     -10.1 
8940  -41.0       2.0     -48.1 
8941  -72.0       2.0     -78.5 
8942  -94.0       1.0     -86.8 
8943  -98.0       1.0     -93.4 
8944 -100.0       1.0     -98.7 
8945 -113.0       2.0    -119.0 
8946 -125.0       1.0    -119.2 
8947 -124.0       1.0    -119.4 
8948 -117.0       1.0    -119.5 
8949 -121.0       1.0    -119.6 
8950 -136.0       2.0    -135.7 
8951 -137.0       1.0    -132.5 
8952 -125.0       1.0    -130.0 
8953 -116.0       0.0    -112.0 
8954 -123.0       2.0    -129.6 
8955 -130.0       1.0    -127.7 
8956 -122.0       1.0    -126.2 
8957 -106.0       0.0    -108.9 
8958 -104.0       1.0    -111.1 
8959 -115.0       1.0    -112.9 
8960 -118.0       1.0    -114.3 
8961 -107.0       0.0     -99.5 
8962  -97.0       1.0    -103.6 
8963 -101.0       1.0    -106.9 
8964 -113.0       1.0    -109.5 
8965 -111.0       1.0    -111.6 
8966  -98.0       0.0     -97.3 
8967  -87.0       0.0     -85.8 
8968  -85.0       1.0     -92.7 
8969  -77.0       0.0     -82.1 
8970  -69.0       0.0     -73.7 
8971  -62.0       0.0     -67.0 
8972  -75.0       1.0     -77.6 
8973  -90.0       1.0     -86.1 
8974  -99.0       1.0     -92.8 
8975 -104.0       1.0     -98.3 
8976 -116.0       2.0    -118.6 
8977 -135.0       2.0    -134.9 
8978 -149.0       2.0    -147.9 
8979 -163.0       2.0    -158.3 
8980 -174.0       2.0    -166.7 
8981 -190.0       3.0    -189.3 
8982 -209.0       3.0    -207.5 
8983 -221.0       3.0    -222.0 
8984 -232.0       3.0    -233.6 
8985 -247.0       3.0    -242.9 
8986 -264.0       4.0    -266.3 
8987 -285.0       3.0    -280.2 
8988 -305.0       4.0    -301.9 
8989 -322.0       3.0    -314.1 
8990 -341.0       4.0    -335.3 
8991 -362.0       4.0    -369.0 
8992 -384.0       3.0    -389.3 
8993 -414.0       4.0    -420.3 
8994 -440.0       3.0    -437.8 
8995 -470.0       4.0    -467.8 
8996 -493.0       3.0    -483.9 
8997 -516.0       4.0    -514.1 
8998 -527.0       3.0    -529.8 
8999 -516.0       3.0    -530.4 
9000 -481.0       2.0    -492.9 
9001 -430.0       1.0    -431.3 
9002 -391.0       2.0    -400.6 
9003 -377.0       2.0    -370.5 
9004 -374.0       4.0    -377.3 
9005 -367.0       3.0    -377.4 
9006 -331.0       1.0    -331.1 
9007 -264.0       0.0    -256.1 
9008 -184.0       1.0    -180.9 
9009 -115.0       1.0    -120.7 
9010  -98.0       0.0    -104.6 
9011 -110.0       1.0    -107.7 
9012 -126.0       2.0    -126.1 
9013 -113.0       0.0    -108.9 
9014  -64.0       1.0     -63.1 
9015    1.0       3.0       5.5 
9016   78.0       4.0      76.4 
9017  152.0       4.0     147.5 
9018  216.0       4.0     221.7 
9019  253.0       2.0     246.5 
9020  273.0       3.0     284.3 
9021  290.0       2.0     283.4 
9022  315.0       4.0     317.4 
9023  348.0       3.0     338.6 
9024  382.0       5.0     390.6 
9025  410.0       2.0     399.5 
9026  429.0       3.0     429.3 
9027  430.0       3.0     442.2 
9028  418.0       2.0     417.2 
9029  402.0       2.0     390.9 
9030  403.0       4.0     405.3 
9031  428.0       4.0     435.3 
9032  456.0       3.0     451.9 
9033  470.0       4.0     481.4 
9034  462.0       2.0     465.1 
9035  447.0       2.0     444.1 
9036  434.0       3.0     445.9 
9037  423.0       2.0     415.0 
9038  415.0       3.0     405.5 
9039  409.0       4.0     409.4 
9040  404.0       3.0     406.8 
9041  389.0       3.0     396.8 
9042  361.0       2.0     363.4 
9043  325.0       2.0     332.0 
9044  295.0       1.0     289.6 
9045  278.0       2.0     271.7 
9046  266.0       3.0     273.3 
9047  265.0       2.0     258.7 
9048  266.0       3.0     262.9 
9049  261.0       3.0     266.4 
9050  250.0       2.0     253.1 
9051  231.0       1.0     226.5 
9052  204.0       1.0     205.2 
9053  185.0       1.0     188.1 
9054  177.0       1.0     174.5 
9055  184.0       2.0     179.6 
9056  193.0       3.0     199.7 
9057  197.0       2.0     199.7 
9058  195.0       2.0     199.8 
9059  187.0       1.0     183.8 
9060  165.0       1.0     171.1 
9061  136.0       0.0     128.9 
9062  107.0       0.0     111.1 
9063   94.0       0.0      96.9 
9064   94.0       1.0     101.5 
9065   97.0       0.0      89.2 
9066   96.0       1.0      95.4 
9067   92.0       0.0      84.3 
9068   92.0       1.0      91.4 
9069   83.0       0.0      81.1 
9070   63.0       0.0      56.9 
9071   43.0       0.0      37.5 
9072   39.0       0.0      38.0 
9073   42.0       0.0      38.4 
9074   31.0       0.0      38.7 
9075    7.0       1.0       7.0 
9076  -14.0       1.0     -18.4 
9077  -20.0       0.0     -22.7 
9078  -26.0       0.0     -26.2 
9079  -43.0       1.0     -44.9 
9080  -65.0       1.0     -60.0 
9081  -75.0       1.0     -72.0 
9082  -81.0       1.0     -81.6 
9083 -101.0       2.0    -105.3 
9084 -126.0       2.0    -124.2 
9085 -135.0       2.0    -139.4 
9086 -125.0       0.0    -119.5 
9087 -117.0       1.0    -119.6 
9088 -126.0       1.0    -119.7 
9089 -141.0       2.0    -135.7 
9090 -145.0       2.0    -148.6 
9091 -142.0       1.0    -142.9 
9092 -147.0       2.0    -154.3 
9093 -160.0       2.0    -163.4 
9094 -161.0       1.0    -154.8 
9095 -140.0       1.0    -147.8 
9096 -124.0       0.0    -126.2 
9097 -123.0       1.0    -125.0 
9098 -132.0       2.0    -140.0 
9099 -130.0       1.0    -136.0 
9100 -123.0       0.0    -116.8 
9101 -124.0       1.0    -117.4 
9102 -132.0       2.0    -133.9 
9103 -135.0       1.0    -131.2 
9104 -128.0       1.0    -128.9 
9105 -122.0       1.0    -127.1 
9106 -122.0       1.0    -125.7 
9107 -117.0       1.0    -124.6 
9108 -105.0       0.0    -107.7 
9109  -92.0       0.0     -94.1 
9110  -91.0       0.0     -83.3 
9111 -102.0       2.0    -106.6 
9112 -111.0       1.0    -109.3 
9113 -115.0       1.0    -111.4 
9114 -122.0       2.0    -129.2 
9115 -136.0       2.0    -143.3 
9116 -150.0       2.0    -154.7 
9117 -161.0       2.0    -163.7 
9118 -168.0       2.0    -171.0 
9119 -182.0       2.0    -176.8 
