n    x(n)   c(n)  xhat(n) 
13444   -1.0       0.0      -5.0 
13445   -1.0       0.0       4.0 
13446   -1.0       0.0      -4.8 
13447    0.0       0.0       4.2 
13448   -1.0       0.0      -4.7 
13449   -1.0       0.0       4.3 
13450   -1.0       0.0      -4.6 
13451   -2.0       0.0       4.3 
13452    0.0       0.0      -4.5 
13453   -1.0       0.0       4.4 
13454   -3.0       0.0      -4.5 
13455   -1.0       0.0       4.4 
13456   -2.0       0.0      -4.5 
13457   -2.0       0.0       4.4 
13458   -1.0       0.0      -4.5 
13459    0.0       0.0       4.4 
13460   -1.0       0.0      -4.5 
13461    0.0       0.0       4.4 
13462    0.0       0.0      -4.5 
13463    1.0       0.0       4.4 
13464    0.0       0.0      -4.5 
13465   -2.0       0.0       4.4 
13466   -1.0       0.0      -4.4 
13467    0.0       0.0       4.4 
13468   -1.0       0.0      -4.4 
13469    1.0       0.0       4.4 
13470    1.0       0.0      -4.4 
13471    1.0       0.0       4.4 
13472    0.0       0.0      -4.4 
13473    0.0       0.0       4.4 
13474    1.0       0.0      -4.4 
13475    1.0       0.0       4.4 
13476    2.0       0.0      -4.4 
13477    1.0       0.0       4.4 
13478    4.0       0.0      11.6 
13479    1.0       0.0       1.2 
13480    4.0       0.0       9.0 
13481    3.0       0.0      -0.8 
13482    3.0       0.0       7.4 
13483    3.0       0.0      -2.1 
13484    5.0       0.0       6.3 
13485    3.0       0.0      -3.0 
13486    5.0       0.0       5.6 
13487    6.0       0.0      12.5 
13488    6.0       0.0       2.0 
13489    5.0       0.0       9.6 
13490    5.0       0.0      -0.3 
13491    8.0       0.0       7.7 
13492    6.0       0.0      -1.8 
13493    5.0       0.0       6.6 
13494    7.0       0.0      13.2 
13495    6.0       0.0       2.6 
13496    5.0       0.0      10.1 
13497    6.0       0.0       0.1 
13498    7.0       0.0       8.0 
13499    4.0       0.0      -1.6 
13500    5.0       0.0       6.8 
13501    6.0       0.0      13.4 
13502    8.0       0.0       2.7 
13503    3.0       0.0      10.2 
13504    3.0       0.0       0.1 
13505    1.0       0.0       8.1 
13506    4.0       0.0      -1.5 
13507    4.0       0.0       6.8 
13508    3.0       0.0      -2.6 
13509    2.0       0.0       5.9 
13510    2.0       0.0      -3.2 
13511    5.0       0.0       5.4 
13512    3.0       0.0      -3.7 
13513    2.0       0.0       5.1 
13514    4.0       0.0      -4.0 
13515    3.0       0.0       4.8 
13516    4.0       0.0      11.9 
13517    4.0       0.0       1.5 
13518    5.0       0.0       9.2 
13519    5.0       0.0      -0.6 
13520    4.0       0.0       7.5 
13521    4.0       0.0      -2.0 
13522    4.0       0.0       6.4 
13523    5.0       0.0      -2.9 
13524    5.0       0.0       5.7 
13525    6.0       0.0      12.6 
13526    4.0       0.0       2.0 
13527    6.0       0.0       9.6 
13528    7.0       0.0      -0.3 
13529    5.0       0.0       7.8 
13530    5.0       0.0      -1.8 
13531    6.0       0.0       6.6 
13532    6.0       0.0      13.3 
13533    6.0       0.0       2.6 
13534    5.0       0.0      10.1 
13535    5.0       0.0       0.1 
13536    4.0       0.0       8.1 
13537    6.0       0.0      -1.6 
13538    5.0       0.0       6.8 
13539    5.0       0.0      -2.6 
13540    4.0       0.0       5.9 
13541    5.0       0.0      12.7 
13542    5.0       0.0       2.2 
13543    4.0       0.0       9.8 
13544    6.0       0.0      -0.2 
13545    5.0       0.0       7.8 
13546    4.0       0.0      -1.7 
13547    3.0       0.0       6.6 
13548    3.0       0.0      -2.7 
13549    2.0       0.0       5.8 
13550    1.0       0.0      -3.3 
13551    3.0       0.0       5.3 
13552    2.0       0.0      -3.7 
13553    3.0       0.0       5.0 
13554    4.0       0.0      -4.0 
13555    2.0       0.0       4.8 
13556    3.0       0.0      -4.2 
13557    4.0       0.0       4.7 
13558    1.0       0.0      -4.3 
13559    2.0       0.0       4.6 
13560    4.0       0.0      11.7 
13561    3.0       0.0       1.3 
13562    1.0       0.0      -6.9 
13563    1.0       0.0       2.5 
13564    2.0       0.0      10.0 
13565    2.0       0.0      -0.0 
13566    2.0       0.0       8.0 
13567    1.0       0.0      -1.6 
13568    2.0       0.0       6.7 
13569    1.0       0.0      -2.6 
13570    1.0       0.0       5.9 
13571    2.0       0.0      -3.3 
13572    2.0       0.0       5.4 
13573    2.0       0.0      -3.7 
13574    1.0       0.0       5.0 
13575    2.0       0.0      -4.0 
13576    1.0       0.0       4.8 
13577    0.0       0.0      -4.1 
13578    1.0       0.0       4.7 
13579    1.0       0.0      -4.3 
13580    0.0       0.0       4.6 
13581    1.0       0.0      -4.3 
13582    0.0       0.0       4.5 
13583    2.0       0.0      -4.4 
13584    1.0       0.0       4.5 
13585    3.0       0.0      -4.4 
13586    2.0       0.0       4.5 
13587    1.0       0.0      -4.4 
13588    2.0       0.0       4.5 
13589    2.0       0.0      -4.4 
13590    1.0       0.0       4.5 
13591    3.0       0.0      -4.4 
13592    4.0       0.0       4.5 
13593    2.0       0.0      -4.4 
13594    1.0       0.0       4.5 
13595    1.0       0.0      -4.4 
13596    1.0       0.0       4.4 
13597    1.0       0.0      -4.4 
13598    3.0       0.0       4.4 
13599    2.0       0.0      -4.4 
13600    2.0       0.0       4.4 
13601    2.0       0.0      -4.4 
13602    3.0       0.0       4.4 
13603    1.0       0.0      -4.4 
13604    3.0       0.0       4.4 
13605    2.0       0.0      -4.4 
13606    2.0       0.0       4.4 
13607    2.0       0.0      -4.4 
13608    3.0       0.0       4.4 
13609    4.0       0.0      11.6 
13610    3.0       0.0       1.2 
13611    4.0       0.0       9.0 
13612    4.0       0.0      -0.8 
13613    1.0       0.0       7.4 
13614    4.0       0.0      -2.1 
13615    3.0       0.0       6.3 
13616    4.0       0.0      -3.0 
13617    4.0       0.0       5.6 
13618    3.0       0.0      -3.5 
13619    3.0       0.0       5.2 
13620    0.0       0.0      -3.8 
13621    3.0       0.0       4.9 
13622    1.0       0.0      -4.1 
13623    3.0       0.0       4.8 
13624    2.0       0.0      -4.2 
13625    3.0       0.0       4.6 
13626    2.0       0.0      -4.3 
13627    1.0       0.0       4.6 
13628    2.0       0.0      -4.3 
13629    1.0       0.0       4.5 
13630    2.0       0.0      -4.4 
13631    3.0       0.0       4.5 
13632    2.0       0.0      -4.4 
13633    1.0       0.0       4.5 
13634    2.0       0.0      -4.4 
13635    4.0       0.0       4.5 
13636    1.0       0.0      -4.4 
13637    4.0       0.0       4.5 
13638    4.0       0.0      11.6 
13639    2.0       0.0       1.3 
13640    4.0       0.0       9.0 
13641    3.0       0.0      -0.8 
13642    2.0       0.0       7.4 
13643    4.0       0.0      -2.1 
13644    4.0       0.0       6.3 
13645    5.0       0.0      -3.0 
13646    5.0       0.0       5.6 
13647    3.0       0.0      -3.5 
13648    4.0       0.0       5.2 
13649    4.0       0.0      -3.8 
13650    4.0       0.0       4.9 
13651    4.0       0.0      11.9 
13652    1.0       0.0       1.6 
13653    2.0       0.0       9.2 
13654    3.0       0.0      -0.6 
13655    2.0       0.0       7.5 
13656    1.0       0.0      -2.0 
13657    3.0       0.0       6.4 
13658    1.0       0.0      -2.9 
13659    1.0       0.0       5.7 
13660    1.0       0.0      -3.4 
13661    1.0       0.0       5.3 
13662    2.0       0.0      -3.8 
13663    1.0       0.0       5.0 
13664    0.0       0.0      -4.0 
13665    1.0       0.0       4.8 
13666    0.0       0.0      -4.2 
13667    1.0       0.0       4.7 
13668    0.0       0.0      -4.3 
13669    3.0       0.0       4.6 
13670    4.0       0.0      11.7 
13671    1.0       0.0       1.3 
13672    5.0       0.0       9.1 
13673    3.0       0.0      -0.7 
13674    3.0       0.0       7.4 
13675    4.0       0.0      -2.1 
13676    3.0       0.0       6.3 
13677    4.0       0.0      -2.9 
13678    6.0       0.0       5.7 
13679    4.0       0.0      -3.5 
13680    4.0       0.0       5.2 
13681    5.0       0.0      12.2 
13682    4.0       0.0       1.7 
13683    4.0       0.0       9.4 
13684    4.0       0.0      -0.5 
13685    4.0       0.0       7.6 
13686    4.0       0.0      -1.9 
13687    4.0       0.0       6.5 
13688    4.0       0.0      -2.8 
13689    3.0       0.0       5.7 
13690    4.0       0.0      -3.4 
13691    4.0       0.0       5.3 
13692    5.0       0.0      12.2 
13693    5.0       0.0       1.8 
13694    4.0       0.0       9.4 
13695    4.0       0.0      -0.5 
13696    4.0       0.0       7.6 
13697    3.0       0.0      -1.9 
13698    5.0       0.0       6.5 
13699    3.0       0.0      -2.8 
13700    5.0       0.0       5.7 
13701    2.0       0.0      -3.4 
13702    4.0       0.0       5.3 
13703    3.0       0.0      -3.8 
13704    2.0       0.0       5.0 
13705    3.0       0.0      -4.0 
13706    4.0       0.0       4.8 
13707    2.0       0.0      -4.2 
13708    3.0       0.0       4.7 
13709    2.0       0.0      -4.3 
13710    3.0       0.0       4.6 
13711    3.0       0.0      -4.3 
13712    2.0       0.0       4.5 
13713    2.0       0.0      -4.4 
13714    0.0       0.0       4.5 
13715    1.0       0.0      -4.4 
13716    1.0       0.0       4.5 
13717    2.0       0.0      -4.4 
13718    0.0       0.0       4.5 
13719    1.0       0.0      -4.4 
13720    2.0       0.0       4.5 
13721    2.0       0.0      -4.4 
13722    1.0       0.0       4.5 
13723    0.0       0.0      -4.4 
13724    0.0       0.0       4.5 
13725    1.0       0.0      -4.4 
13726    1.0       0.0       4.4 
13727    1.0       0.0      -4.4 
13728    0.0       0.0       4.4 
13729    0.0       0.0      -4.4 
13730    0.0       0.0       4.4 
13731    3.0       0.0      -4.4 
13732    2.0       0.0       4.4 
13733    0.0       0.0      -4.4 
13734    3.0       0.0       4.4 
13735    0.0       0.0      -4.4 
13736    1.0       0.0       4.4 
13737    0.0       0.0      -4.4 
13738    0.0       0.0       4.4 
13739   -3.0       0.0      -4.4 
13740    0.0       0.0       4.4 
13741    0.0       0.0      -4.4 
13742    1.0       0.0       4.4 
13743   -3.0       0.0      -4.4 
13744   -1.0       0.0       4.4 
13745   -1.0       0.0      -4.4 
13746   -2.0       0.0       4.4 
13747   -1.0       0.0      -4.4 
13748   -1.0       0.0       4.4 
13749   -2.0       0.0      -4.4 
13750    0.0       0.0       4.4 
13751   -1.0       0.0      -4.4 
13752   -1.0       0.0       4.4 
13753   -1.0       0.0      -4.4 
13754    0.0       0.0       4.4 
13755   -1.0       0.0      -4.4 
13756   -2.0       0.0       4.4 
13757   -1.0       0.0      -4.4 
13758   -1.0       0.0       4.4 
13759    1.0       0.0      -4.4 
13760   -2.0       0.0       4.4 
13761   -1.0       0.0      -4.4 
13762    0.0       0.0       4.4 
13763   -1.0       0.0      -4.4 
13764    0.0       0.0       4.4 
13765   -1.0       0.0      -4.4 
13766   -2.0       0.0       4.4 
13767    0.0       0.0      -4.4 
13768   -1.0       0.0       4.4 
13769    0.0       0.0      -4.4 
13770   -1.0       0.0       4.4 
13771    0.0       0.0      -4.4 
13772    0.0       0.0       4.4 
13773    1.0       0.0      -4.4 
13774    0.0       0.0       4.4 
13775   -2.0       0.0      -4.4 
13776   -1.0       0.0       4.4 
13777    1.0       0.0      -4.4 
13778    1.0       0.0       4.4 
13779    1.0       0.0      -4.4 
13780    3.0       0.0       4.4 
13781    2.0       0.0      -4.4 
13782    2.0       0.0       4.4 
13783    1.0       0.0      -4.4 
13784    1.0       0.0       4.4 
13785    2.0       0.0      -4.4 
13786    1.0       0.0       4.4 
13787    1.0       0.0      -4.4 
13788    1.0       0.0       4.4 
13789    3.0       0.0      -4.4 
13790    2.0       0.0       4.4 
13791    2.0       0.0      -4.4 
13792    1.0       0.0       4.4 
13793   -1.0       0.0      -4.4 
13794   -1.0       0.0       4.4 
13795    1.0       0.0      -4.4 
13796    0.0       0.0       4.4 
13797    0.0       0.0      -4.4 
13798   -1.0       0.0       4.4 
13799    0.0       0.0      -4.4 
13800    1.0       0.0       4.4 
13801    0.0       0.0      -4.4 
13802    0.0       0.0       4.4 
13803   -1.0       0.0      -4.4 
13804   -2.0       0.0       4.4 
13805   -2.0       0.0      -4.4 
13806   -2.0       0.0       4.4 
13807    1.0       0.0      -4.4 
13808   -1.0       0.0       4.4 
13809   -2.0       0.0      -4.4 
13810    0.0       0.0       4.4 
13811   -2.0       0.0      -4.4 
13812   -1.0       0.0       4.4 
13813    0.0       0.0      -4.4 
13814    1.0       0.0       4.4 
13815    0.0       0.0      -4.4 
13816    1.0       0.0       4.4 
13817    1.0       0.0      -4.4 
13818    1.0       0.0       4.4 
13819    3.0       0.0      -4.4 
13820    3.0       0.0       4.4 
13821    2.0       0.0      -4.4 
13822    1.0       0.0       4.4 
13823    2.0       0.0      -4.4 
13824    3.0       0.0       4.4 
13825    4.0       0.0      11.6 
13826    1.0       0.0       1.2 
13827    2.0       0.0       9.0 
13828    4.0       0.0      -0.8 
13829    3.0       0.0       7.4 
13830    4.0       0.0      -2.1 
13831    3.0       0.0       6.3 
13832    4.0       0.0      -3.0 
13833    4.0       0.0       5.6 
13834    4.0       0.0      -3.5 
13835    1.0       0.0       5.2 
13836    0.0       0.0      -3.8 
13837    3.0       0.0       4.9 
13838    2.0       0.0      -4.1 
13839    3.0       0.0       4.8 
13840   -1.0       0.0      -4.2 
13841    3.0       0.0       4.6 
13842    2.0       0.0      -4.3 
13843    1.0       0.0       4.6 
13844    3.0       0.0      -4.3 
13845    1.0       0.0       4.5 
13846    2.0       0.0      -4.4 
13847    2.0       0.0       4.5 
13848    0.0       0.0      -4.4 
13849    0.0       0.0       4.5 
13850    1.0       0.0      -4.4 
13851    0.0       0.0       4.5 
13852    1.0       0.0      -4.4 
13853    2.0       0.0       4.5 
13854    1.0       0.0      -4.4 
13855    2.0       0.0       4.5 
13856    1.0       0.0      -4.4 
13857    1.0       0.0       4.5 
13858   -1.0       0.0      -4.4 
13859    2.0       0.0       4.4 
13860    3.0       0.0      -4.4 
13861    1.0       0.0       4.4 
13862    2.0       0.0      -4.4 
13863    0.0       0.0       4.4 
13864    0.0       0.0      -4.4 
13865    2.0       0.0       4.4 
13866    1.0       0.0      -4.4 
13867    0.0       0.0       4.4 
13868   -1.0       0.0      -4.4 
13869    0.0       0.0       4.4 
13870    1.0       0.0      -4.4 
13871    3.0       0.0       4.4 
13872    0.0       0.0      -4.4 
13873    1.0       0.0       4.4 
13874    2.0       0.0      -4.4 
13875    1.0       0.0       4.4 
13876    1.0       0.0      -4.4 
13877    0.0       0.0       4.4 
13878    2.0       0.0      -4.4 
13879    4.0       0.0       4.4 
13880    2.0       0.0      -4.4 
13881    2.0       0.0       4.4 
13882    4.0       0.0      11.6 
13883    1.0       0.0       1.2 
13884    3.0       0.0       9.0 
13885    2.0       0.0      -0.8 
13886    1.0       0.0       7.4 
13887    3.0       0.0      -2.1 
13888    1.0       0.0       6.3 
13889    2.0       0.0      -3.0 
13890    2.0       0.0       5.6 
13891    3.0       0.0      -3.5 
13892    3.0       0.0       5.2 
13893    1.0       0.0      -3.8 
13894    1.0       0.0       4.9 
13895    2.0       0.0      -4.1 
13896    2.0       0.0       4.8 
13897    4.0       0.0      11.8 
13898    3.0       0.0       1.4 
13899    2.0       0.0       9.2 
13900    3.0       0.0      -0.7 
13901    2.0       0.0       7.5 
13902    1.0       0.0      -2.0 
13903    1.0       0.0       6.4 
13904    1.0       0.0      -2.9 
13905    0.0       0.0       5.7 
13906    1.0       0.0      -3.5 
13907   -1.0       0.0       5.2 
13908    1.0       0.0      -3.8 
13909    0.0       0.0       5.0 
13910   -1.0       0.0      -4.0 
13911    0.0       0.0       4.8 
13912   -1.0       0.0      -4.2 
13913    0.0       0.0       4.7 
13914    0.0       0.0      -4.3 
13915    1.0       0.0       4.6 
13916    0.0       0.0      -4.3 
13917    1.0       0.0       4.5 
13918   -1.0       0.0      -4.4 
13919    0.0       0.0       4.5 
13920   -1.0       0.0      -4.4 
13921    0.0       0.0       4.5 
13922    0.0       0.0      -4.4 
13923    1.0       0.0       4.5 
13924   -1.0       0.0      -4.4 
13925   -1.0       0.0       4.5 
13926    0.0       0.0      -4.4 
13927   -1.0       0.0       4.5 
13928    0.0       0.0      -4.4 
13929   -1.0       0.0       4.5 
13930   -2.0       0.0      -4.4 
13931   -2.0       0.0       4.4 
13932   -2.0       0.0      -4.4 
13933   -2.0       0.0       4.4 
13934   -1.0       0.0      -4.4 
13935   -1.0       0.0       4.4 
13936   -1.0       0.0      -4.4 
13937   -2.0       0.0       4.4 
13938   -1.0       0.0      -4.4 
13939    0.0       0.0       4.4 
13940   -1.0       0.0      -4.4 
13941   -1.0       0.0       4.4 
13942   -3.0       0.0      -4.4 
13943   -2.0       0.0       4.4 
13944   -5.0       0.0      -4.4 
13945   -2.0       0.0       4.4 
13946   -5.0       0.0      -4.4 
13947    0.0       0.0       4.4 
13948   -3.0       0.0      -4.4 
13949   -2.0       0.0       4.4 
13950   -1.0       0.0      -4.4 
13951   -5.0       0.0     -11.6 
13952   -1.0       0.0      -1.2 
13953   -2.0       0.0      -9.0 
13954   -1.0       0.0       0.8 
13955   -2.0       0.0      -7.4 
13956   -1.0       0.0       2.1 
13957   -3.0       0.0      -6.3 
13958   -2.0       0.0       3.0 
13959   -2.0       0.0      -5.6 
13960   -2.0       0.0       3.5 
13961   -2.0       0.0      -5.2 
13962   -2.0       0.0       3.8 
13963   -1.0       0.0      -4.9 
13964    1.0       0.0       4.1 
13965   -1.0       0.0      -4.8 
13966    2.0       0.0       4.2 
13967    0.0       0.0      -4.6 
13968    1.0       0.0       4.3 
13969    1.0       0.0      -4.6 
13970    1.0       0.0       4.3 
13971    1.0       0.0      -4.5 
13972    1.0       0.0       4.4 
13973    1.0       0.0      -4.5 
13974    1.0       0.0       4.4 
13975    0.0       0.0      -4.5 
13976    2.0       0.0       4.4 
13977    0.0       0.0      -4.5 
13978    0.0       0.0       4.4 
13979   -1.0       0.0      -4.5 
13980    1.0       0.0       4.4 
13981   -1.0       0.0      -4.5 
13982   -1.0       0.0       4.4 
13983   -2.0       0.0      -4.5 
13984   -2.0       0.0       4.4 
13985   -5.0       0.0      -4.4 
13986   -5.0       0.0     -11.6 
13987   -5.0       0.0      -1.2 
13988   -5.0       0.0      -9.0 
13989   -4.0       0.0       0.8 
13990   -7.0       0.0      -7.4 
13991   -5.0       0.0       2.1 
13992   -6.0       0.0      -6.3 
13993   -7.0       0.0     -13.0 
13994   -7.0       0.0      -2.4 
13995   -7.0       0.0     -10.0 
13996   -8.0       0.0     -16.0 
13997   -8.0       0.0      -4.8 
13998  -10.0       0.0     -11.8 
13999   -8.0       0.0      -1.5 
14000   -8.0       0.0      -9.2 
14001   -5.0       0.0       0.7 
14002   -3.0       0.0      -7.5 
14003   -5.0       0.0       2.0 
14004   -1.0       0.0      -6.4 
14005   -6.0       0.0     -13.1 
14006   -2.0       0.0      -2.5 
14007   -5.0       0.0     -10.0 
14008   -5.0       0.0       0.0 
14009   -7.0       0.0      -8.0 
14010   -9.0       0.0     -14.4 
14011   -6.0       0.0      -3.5 
14012   -6.0       0.0     -10.8 
14013   -5.0       0.0      -0.6 
14014   -7.0       0.0      -8.5 
14015   -8.0       0.0     -14.8 
14016   -6.0       0.0      -3.9 
14017   -6.0       0.0     -11.1 
14018   -6.0       0.0      -0.9 
14019   -5.0       0.0      -8.7 
14020   -6.0       0.0       1.0 
14021   -6.0       0.0      -7.2 
14022   -7.0       0.0     -13.7 
14023   -7.0       0.0      -3.0 
14024   -7.0       0.0     -10.4 
14025   -8.0       0.0      -0.3 
14026   -7.0       0.0      -8.2 
14027   -6.0       0.0       1.4 
14028   -6.0       0.0      -6.9 
14029   -7.0       0.0     -13.5 
14030   -8.0       0.0      -2.8 
14031   -6.0       0.0     -10.2 
14032   -6.0       0.0      -0.2 
14033   -3.0       0.0      -8.2 
14034   -6.0       0.0       1.5 
14035   -2.0       0.0      -6.8 
14036   -5.0       0.0       2.5 
14037   -5.0       0.0      -6.0 
14038   -6.0       0.0     -12.8 
14039   -8.0       0.0      -2.2 
14040   -7.0       0.0      -9.8 
14041   -7.0       0.0       0.2 
14042   -8.0       0.0      -7.9 
14043   -6.0       0.0       1.7 
14044   -7.0       0.0      -6.6 
14045   -7.0       0.0     -13.3 
14046   -8.0       0.0      -2.6 
14047   -6.0       0.0     -10.1 
14048   -9.0       0.0     -16.1 
14049   -9.0       0.0      -4.9 
14050   -8.0       0.0     -11.9 
14051   -6.0       0.0      -1.5 
14052   -6.0       0.0      -9.2 
14053   -7.0       0.0       0.6 
14054   -7.0       0.0      -7.5 
14055   -6.0       0.0     -14.0 
14056   -8.0       0.0      -3.2 
14057   -6.0       0.0     -10.6 
14058   -7.0       0.0      -0.4 
14059   -8.0       0.0      -8.4 
14060   -6.0       0.0       1.3 
14061   -6.0       0.0      -6.9 
14062   -5.0       0.0       2.4 
14063   -7.0       0.0      -6.0 
14064   -8.0       0.0     -12.8 
14065   -7.0       0.0      -2.3 
14066   -6.0       0.0      -9.8 
14067   -6.0       0.0       0.1 
14068   -8.0       0.0      -7.9 
14069   -7.0       0.0     -14.3 
14070   -7.0       0.0      -3.4 
14071   -7.0       0.0     -10.8 
14072   -9.0       0.0     -16.6 
14073   -8.0       0.0      -5.3 
14074   -7.0       0.0     -12.2 
14075   -7.0       0.0      -1.8 
14076   -8.0       0.0      -9.4 
14077   -7.0       0.0       0.5 
14078   -6.0       0.0      -7.6 
14079   -7.0       0.0     -14.1 
14080   -7.0       0.0      -3.3 
14081   -8.0       0.0     -10.6 
14082   -8.0       0.0      -0.5 
14083   -6.0       0.0      -8.4 
14084   -7.0       0.0     -14.7 
14085   -7.0       0.0      -3.8 
14086   -8.0       0.0     -11.0 
14087   -6.0       0.0      -0.8 
14088   -6.0       0.0      -8.7 
14089   -8.0       0.0     -14.9 
14090   -6.0       0.0      -3.9 
14091   -6.0       0.0     -11.2 
14092   -7.0       0.0      -0.9 
14093   -7.0       0.0      -8.7 
14094   -7.0       0.0     -15.0 
14095   -7.0       0.0      -4.0 
14096   -4.0       0.0     -11.2 
14097   -5.0       0.0      -1.0 
14098   -2.0       0.0      -8.8 
14099   -6.0       0.0       1.0 
14100   -2.0       0.0      -7.2 
14101   -6.0       0.0     -13.8 
14102   -3.0       0.0      -3.0 
14103   -6.0       0.0     -10.4 
14104   -1.0       0.0      -0.3 
14105   -5.0       0.0      -8.3 
14106   -2.0       0.0       1.4 
14107   -6.0       0.0      -6.9 
14108   -2.0       0.0       2.5 
14109   -5.0       0.0      -6.0 
14110   -2.0       0.0       3.2 
14111   -2.0       0.0      -5.4 
14112   -1.0       0.0       3.6 
14113    0.0       0.0      -5.1 
14114   -1.0       0.0       3.9 
14115   -1.0       0.0      -4.9 
14116   -2.0       0.0       4.1 
14117   -2.0       0.0      -4.7 
14118   -1.0       0.0       4.2 
14119   -1.0       0.0      -4.6 
14120    0.0       0.0       4.3 
14121   -1.0       0.0      -4.6 
14122   -2.0       0.0       4.4 
14123   -1.0       0.0      -4.5 
14124   -2.0       0.0       4.4 
14125    0.0       0.0      -4.5 
14126    0.0       0.0       4.4 
14127   -1.0       0.0      -4.5 
14128    1.0       0.0       4.4 
14129   -1.0       0.0      -4.5 
14130   -1.0       0.0       4.4 
14131   -1.0       0.0      -4.5 
14132   -2.0       0.0       4.4 
14133   -2.0       0.0      -4.5 
14134   -1.0       0.0       4.4 
14135    1.0       0.0      -4.4 
14136    0.0       0.0       4.4 
14137   -1.0       0.0      -4.4 
14138   -2.0       0.0       4.4 
14139   -5.0       0.0      -4.4 
14140    0.0       0.0       4.4 
14141   -5.0       0.0      -4.4 
14142   -2.0       0.0       4.4 
14143   -3.0       0.0      -4.4 
14144    0.0       0.0       4.4 
14145    0.0       0.0      -4.4 
14146    1.0       0.0       4.4 
14147    2.0       0.0      -4.4 
14148    1.0       0.0       4.4 
14149    2.0       0.0      -4.4 
14150    1.0       0.0       4.4 
14151    2.0       0.0      -4.4 
14152    4.0       0.0       4.4 
14153    2.0       0.0      -4.4 
14154    4.0       0.0       4.4 
14155    4.0       0.0      11.6 
14156    4.0       0.0       1.2 
14157    5.0       0.0       9.0 
14158    5.0       0.0      -0.8 
14159    4.0       0.0       7.4 
14160    5.0       0.0      -2.1 
14161    6.0       0.0       6.3 
14162    4.0       0.0      -3.0 
14163    5.0       0.0       5.6 
14164    6.0       0.0      12.5 
14165    8.0       0.0       2.0 
14166    6.0       0.0       9.6 
14167    4.0       0.0      -0.3 
14168    4.0       0.0       7.7 
14169    5.0       0.0      -1.8 
14170    5.0       0.0       6.6 
14171    5.0       0.0      -2.8 
14172    4.0       0.0       5.8 
14173    5.0       0.0      12.6 
14174    6.0       0.0       2.1 
14175    5.0       0.0       9.7 
14176    7.0       0.0      -0.2 
14177    6.0       0.0       7.8 
14178    6.0       0.0      -1.8 
14179    6.0       0.0       6.6 
14180    4.0       0.0      -2.7 
14181    5.0       0.0       5.8 
14182    5.0       0.0      12.7 
14183    5.0       0.0       2.1 
14184    6.0       0.0       9.7 
14185    6.0       0.0      -0.2 
14186    5.0       0.0       7.8 
14187    7.0       0.0      14.2 
14188    5.0       0.0       3.4 
14189    8.0       0.0      10.7 
14190    6.0       0.0       0.6 
14191    5.0       0.0       8.5 
14192    4.0       0.0      -1.2 
14193    4.0       0.0       7.0 
14194    4.0       0.0      -2.4 
14195    6.0       0.0       6.1 
14196    7.0       0.0      12.9 
14197    4.0       0.0       2.3 
14198    5.0       0.0       9.8 
14199    5.0       0.0      -0.1 
14200    4.0       0.0       7.9 
14201    6.0       0.0      -1.7 
14202    5.0       0.0       6.7 
14203    3.0       0.0      -2.7 
14204    4.0       0.0       5.9 
14205    4.0       0.0      -3.3 
14206    4.0       0.0       5.3 
14207    4.0       0.0      -3.7 
14208    4.0       0.0       5.0 
14209    4.0       0.0      -4.0 
14210    4.0       0.0       4.8 
14211    3.0       0.0      -4.1 
14212    5.0       0.0       4.7 
14213    3.0       0.0      -4.3 
14214    3.0       0.0       4.6 
14215    5.0       0.0      11.7 
14216    3.0       0.0       1.3 
14217    2.0       0.0       9.1 
14218    1.0       0.0      -0.7 
14219    3.0       0.0       7.4 
14220    4.0       0.0      -2.1 
14221    1.0       0.0       6.3 
14222    0.0       0.0      -2.9 
14223    1.0       0.0       5.7 
14224    1.0       0.0      -3.5 
14225    1.0       0.0       5.2 
14226    1.0       0.0      -3.8 
14227    3.0       0.0       4.9 
14228    0.0       0.0      -4.0 
14229    2.0       0.0       4.8 
14230    2.0       0.0      -4.2 
14231    1.0       0.0       4.6 
14232    2.0       0.0      -4.3 
14233    1.0       0.0       4.6 
14234    1.0       0.0      -4.3 
14235    1.0       0.0       4.5 
14236    1.0       0.0      -4.4 
14237    2.0       0.0       4.5 
14238    4.0       0.0      11.6 
14239    2.0       0.0       1.3 
14240    2.0       0.0       9.0 
14241    2.0       0.0      -0.8 
14242    1.0       0.0       7.4 
14243    1.0       0.0      -2.1 
14244    2.0       0.0       6.3 
14245    2.0       0.0      -2.9 
14246    2.0       0.0       5.6 
14247    3.0       0.0      -3.5 
14248    2.0       0.0       5.2 
14249    2.0       0.0      -3.8 
14250    1.0       0.0       4.9 
14251    3.0       0.0      -4.1 
14252    2.0       0.0       4.8 
14253    3.0       0.0      -4.2 
14254    1.0       0.0       4.6 
14255    2.0       0.0      -4.3 
14256    2.0       0.0       4.6 
14257    3.0       0.0      -4.3 
14258    2.0       0.0       4.5 
14259    1.0       0.0      -4.4 
14260    1.0       0.0       4.5 
14261    2.0       0.0      -4.4 
14262    0.0       0.0       4.5 
14263    1.0       0.0      -4.4 
14264    1.0       0.0       4.5 
14265    2.0       0.0      -4.4 
14266    1.0       0.0       4.5 
14267    1.0       0.0      -4.4 
14268    0.0       0.0       4.5 
14269    0.0       0.0      -4.4 
14270    0.0       0.0       4.5 
14271    1.0       0.0      -4.4 
14272    0.0       0.0       4.4 
14273    0.0       0.0      -4.4 
14274   -1.0       0.0       4.4 
